Area Code,Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
54,Denmark,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2012,2012,millions,3173.057929,XAM
54,Denmark,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2013,2013,millions,3026.230366,XAM
54,Denmark,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2014,2014,millions,3531.920904,XAM
54,Denmark,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2015,2015,millions,3881.845276,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2010,2010,millions,198005,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2011,2011,millions,203954,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2012,2012,millions,216675,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2013,2013,millions,227310,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2014,2014,millions,232719,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2015,2015,millions,257451,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6110,Value US$,2010,2010,millions,35206.67843,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6110,Value US$,2011,2011,millions,37989.37579,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6110,Value US$,2012,2012,millions,37406.28659,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6110,Value US$,2013,2013,millions,40473.1811,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6110,Value US$,2014,2014,millions,41464.65606,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6110,Value US$,2015,2015,millions,38266.13633,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2010,2010,millions,184949.3632,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2011,2011,millions,196508.4066,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2012,2012,millions,204529.215,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2013,2013,millions,210227.9401,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2014,2014,millions,213744.6915,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2015,2015,millions,219682.537,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2010,2010,millions,30840.77687,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2011,2011,millions,32768.27676,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2012,2012,millions,34105.76698,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2013,2013,millions,35056.04389,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2014,2014,millions,35642.47112,XAM
54,Denmark,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2015,2015,millions,36632.62197,XAM
72,Djibouti,22008,Gross Domestic Product,6109,Value Local Currency,2010,2010,millions,189622,XAM
72,Djibouti,22008,Gross Domestic Product,6109,Value Local Currency,2011,2011,millions,205314,XAM
72,Djibouti,22008,Gross Domestic Product,6109,Value Local Currency,2012,2012,millions,223056,XAM
72,Djibouti,22008,Gross Domestic Product,6109,Value Local Currency,2013,2013,millions,247512,XAM
72,Djibouti,22008,Gross Domestic Product,6109,Value Local Currency,2014,2014,millions,282403,XAM
72,Djibouti,22008,Gross Domestic Product,6109,Value Local Currency,2015,2015,millions,308688,XAM
72,Djibouti,22008,Gross Domestic Product,6110,Value US$,2010,2010,millions,1066.964512,XAM
72,Djibouti,22008,Gross Domestic Product,6110,Value US$,2011,2011,millions,1155.260211,XAM
72,Djibouti,22008,Gross Domestic Product,6110,Value US$,2012,2012,millions,1255.090845,XAM
72,Djibouti,22008,Gross Domestic Product,6110,Value US$,2013,2013,millions,1392.699793,XAM
72,Djibouti,22008,Gross Domestic Product,6110,Value US$,2014,2014,millions,1589.02586,XAM
72,Djibouti,22008,Gross Domestic Product,6110,Value US$,2015,2015,millions,1736.934504,XAM
72,Djibouti,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2010,2010,millions,170704.0069,XAM
72,Djibouti,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2011,2011,millions,178385.6872,XAM
72,Djibouti,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2012,2012,millions,186948.2002,XAM
72,Djibouti,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2013,2013,millions,196295.6102,XAM
72,Djibouti,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2014,2014,millions,208073.3468,XAM
72,Djibouti,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2015,2015,millions,221598.1144,XAM
72,Djibouti,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2010,2010,millions,960.516804,XAM
72,Djibouti,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2011,2011,millions,1003.74006,XAM
72,Djibouti,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2012,2012,millions,1051.919583,XAM
72,Djibouti,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2013,2013,millions,1104.515562,XAM
72,Djibouti,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2014,2014,millions,1170.786496,XAM
72,Djibouti,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2015,2015,millions,1246.887618,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2010,2010,millions,6819,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2011,2011,millions,7006,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2012,2012,millions,7777,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2013,2013,millions,8664,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2014,2014,millions,8332,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2015,2015,millions,9251,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2010,2010,millions,38.369129,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2011,2011,millions,39.42134,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2012,2012,millions,43.759601,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2013,2013,millions,48.75057,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2014,2014,millions,46.882517,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2015,2015,millions,52.053792,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2010,2010,millions,5146.533649,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2011,2011,millions,5007.57724,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2012,2012,millions,5655.722378,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2013,2013,millions,5788.97939,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2014,2014,millions,6090.698478,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2015,2015,millions,6575.251652,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2010,2010,millions,28.9585,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2011,2011,millions,28.176621,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2012,2012,millions,31.823602,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2013,2013,millions,32.573412,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2014,2014,millions,34.271124,XAM
72,Djibouti,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2015,2015,millions,36.997607,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2010,2010,millions,6326,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2011,2011,millions,6640,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2012,2012,millions,7069,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2013,2013,millions,7542,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2014,2014,millions,6062.624787,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2015,2015,millions,6324.656602,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6110,Value US$,2010,2010,millions,35.595118,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6110,Value US$,2011,2011,millions,37.361932,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6110,Value US$,2012,2012,millions,39.775828,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6110,Value US$,2013,2013,millions,42.437303,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6110,Value US$,2014,2014,millions,34.113191,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6110,Value US$,2015,2015,millions,35.587759,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2010,2010,millions,3497.311956,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2011,2011,millions,3444.852277,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2012,2012,millions,3792.311759,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2013,2013,millions,3931.421588,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2014,2014,millions,4135.436081,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2015,2015,millions,4445.873013,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2010,2010,millions,19.678665,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2011,2011,millions,19.383485,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2012,2012,millions,21.338569,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2013,2013,millions,22.121311,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2014,2014,millions,23.26926,XAM
72,Djibouti,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2015,2015,millions,25.016025,XAM
55,Dominica,22008,Gross Domestic Product,6109,Value Local Currency,2010,2010,millions,1333.33,XAM
55,Dominica,22008,Gross Domestic Product,6109,Value Local Currency,2011,2011,millions,1353.78,XAM
55,Dominica,22008,Gross Domestic Product,6109,Value Local Currency,2012,2012,millions,1310.46,XAM
55,Dominica,22008,Gross Domestic Product,6109,Value Local Currency,2013,2013,millions,1375,XAM
55,Dominica,22008,Gross Domestic Product,6109,Value Local Currency,2014,2014,millions,1413,XAM
55,Dominica,22008,Gross Domestic Product,6109,Value Local Currency,2015,2015,millions,1383.680163,XAM
55,Dominica,22008,Gross Domestic Product,6110,Value US$,2010,2010,millions,493.825926,XAM
55,Dominica,22008,Gross Domestic Product,6110,Value US$,2011,2011,millions,501.4,XAM
55,Dominica,22008,Gross Domestic Product,6110,Value US$,2012,2012,millions,485.355556,XAM
55,Dominica,22008,Gross Domestic Product,6110,Value US$,2013,2013,millions,509.259259,XAM
55,Dominica,22008,Gross Domestic Product,6110,Value US$,2014,2014,millions,523.333333,XAM
55,Dominica,22008,Gross Domestic Product,6110,Value US$,2015,2015,millions,512.474134,XAM
55,Dominica,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2010,2010,millions,1195.159105,XAM
55,Dominica,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2011,2011,millions,1197.286804,XAM
55,Dominica,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2012,2012,millions,1183.608738,XAM
55,Dominica,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2013,2013,millions,1229.541625,XAM
55,Dominica,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2014,2014,millions,1281.022078,XAM
55,Dominica,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2015,2015,millions,1258.448612,XAM
55,Dominica,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2010,2010,millions,442.651521,XAM
55,Dominica,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2011,2011,millions,443.439557,XAM
55,Dominica,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2012,2012,millions,438.373606,XAM
55,Dominica,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2013,2013,millions,455.385787,XAM
55,Dominica,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2014,2014,millions,474.452622,XAM
55,Dominica,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2015,2015,millions,466.092078,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2010,2010,millions,152.88,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2011,2011,millions,169.11,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2012,2012,millions,197.15,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2013,2013,millions,174.36,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2014,2014,millions,178,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2015,2015,millions,179.732669,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2010,2010,millions,56.622222,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2011,2011,millions,62.633333,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2012,2012,millions,73.018519,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2013,2013,millions,64.577778,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2014,2014,millions,65.925926,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2015,2015,millions,66.567655,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2010,2010,millions,111.543069,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2011,2011,millions,119.699462,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2012,2012,millions,129.065358,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2013,2013,millions,131.670442,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2014,2014,millions,143.244951,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2015,2015,millions,137.417432,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2010,2010,millions,41.312248,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2011,2011,millions,44.333134,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2012,2012,millions,47.801985,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2013,2013,millions,48.76683,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2014,2014,millions,53.053686,XAM
55,Dominica,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2015,2015,millions,50.895345,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2010,2010,millions,31.49,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2011,2011,millions,35.94,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2012,2012,millions,38.69,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2013,2013,millions,40.66,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2014,2014,millions,42,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2015,2015,millions,38.570547,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6110,Value US$,2010,2010,millions,11.662963,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6110,Value US$,2011,2011,millions,13.311111,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6110,Value US$,2012,2012,millions,14.32963,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6110,Value US$,2013,2013,millions,15.059259,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6110,Value US$,2014,2014,millions,15.555556,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6110,Value US$,2015,2015,millions,14.285388,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2010,2010,millions,33.471449,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2011,2011,millions,31.534928,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2012,2012,millions,33.243623,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2013,2013,millions,34.601087,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2014,2014,millions,37.106932,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2015,2015,millions,33.84923,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2010,2010,millions,12.396833,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2011,2011,millions,11.679603,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2012,2012,millions,12.312453,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2013,2013,millions,12.815217,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2014,2014,millions,13.743308,XAM
55,Dominica,22075,Value Added (Total Manufacturing),6108,"Value US$, 2005 prices",2015,2015,millions,12.536752,XAM
56,Dominican Republic,22008,Gross Domestic Product,6109,Value Local Currency,2010,2010,millions,1978851.885,XAM
56,Dominican Republic,22008,Gross Domestic Product,6109,Value Local Currency,2011,2011,millions,2218428.824,XAM
56,Dominican Republic,22008,Gross Domestic Product,6109,Value Local Currency,2012,2012,millions,2377503.669,XAM
56,Dominican Republic,22008,Gross Domestic Product,6109,Value Local Currency,2013,2013,millions,2558585.611,XAM
56,Dominican Republic,22008,Gross Domestic Product,6109,Value Local Currency,2014,2014,millions,2786229.704,XAM
56,Dominican Republic,22008,Gross Domestic Product,6109,Value Local Currency,2015,2015,millions,3023116.113,XAM
56,Dominican Republic,22008,Gross Domestic Product,6110,Value US$,2010,2010,millions,53042.97361,XAM
56,Dominican Republic,22008,Gross Domestic Product,6110,Value US$,2011,2011,millions,58026.11499,XAM
56,Dominican Republic,22008,Gross Domestic Product,6110,Value US$,2012,2012,millions,60441.43885,XAM
56,Dominican Republic,22008,Gross Domestic Product,6110,Value US$,2013,2013,millions,61198.25879,XAM
56,Dominican Republic,22008,Gross Domestic Product,6110,Value US$,2014,2014,millions,63968.96157,XAM
56,Dominican Republic,22008,Gross Domestic Product,6110,Value US$,2015,2015,millions,67103.26731,XAM
56,Dominican Republic,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2010,2010,millions,1466542.319,XAM
56,Dominican Republic,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2011,2011,millions,1507911.784,XAM
56,Dominican Republic,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2012,2012,millions,1547562.418,XAM
56,Dominican Republic,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2013,2013,millions,1621500.956,XAM
56,Dominican Republic,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2014,2014,millions,1740533.369,XAM
56,Dominican Republic,22008,Gross Domestic Product,6114,"Value Local Currency, 2005 prices",2015,2015,millions,1861558.113,XAM
56,Dominican Republic,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2010,2010,millions,48066.5899,XAM
56,Dominican Republic,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2011,2011,millions,49422.49288,XAM
56,Dominican Republic,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2012,2012,millions,50722.0604,XAM
56,Dominican Republic,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2013,2013,millions,53145.42954,XAM
56,Dominican Republic,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2014,2014,millions,57046.77088,XAM
56,Dominican Republic,22008,Gross Domestic Product,6108,"Value US$, 2005 prices",2015,2015,millions,61013.41177,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2010,2010,millions,119215.7691,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2011,2011,millions,127860.8667,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2012,2012,millions,138961.4818,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2013,2013,millions,150159.308,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2014,2014,millions,160681.4582,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6109,Value Local Currency,2015,2015,millions,183286.6596,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2010,2010,millions,3195.569584,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2011,2011,millions,3344.380164,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2012,2012,millions,3532.710386,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2013,2013,millions,3591.628184,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2014,2014,millions,3689.080628,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6110,Value US$,2015,2015,millions,4068.362992,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2010,2010,millions,98453.0552,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2011,2011,millions,104815.8949,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2012,2012,millions,107892.6884,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2013,2013,millions,111934.912,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2014,2014,millions,116868.8892,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6114,"Value Local Currency, 2005 prices",2015,2015,millions,118510.3565,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2010,2010,millions,3226.843554,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2011,2011,millions,3435.388512,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2012,2012,millions,3536.231816,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2013,2013,millions,3668.717526,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2014,2014,millions,3830.430867,XAM
56,Dominican Republic,22016,"Value Added (Agriculture, Forestry and Fishing)",6108,"Value US$, 2005 prices",2015,2015,millions,3884.230703,XAM
56,Dominican Republic,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2010,2010,millions,300946.9569,XAM
56,Dominican Republic,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2011,2011,millions,338123.0412,XAM
56,Dominican Republic,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2012,2012,millions,356122.1352,XAM
56,Dominican Republic,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2013,2013,millions,378669.8741,XAM
56,Dominican Republic,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2014,2014,millions,403362.8855,XAM
56,Dominican Republic,22075,Value Added (Total Manufacturing),6109,Value Local Currency,2015,2015,millions,424864.5375,XAM
56,Dominican Republic,22075,Value Added (Total Manufacturing),6110,Value US$,2010,2010,millions,8066.860191,XAM
56,Dominican Republic,22075,Value Added (Total Manufacturing),6110,Value US$,2011,2011,millions,8844.082016,XAM
56,Dominican Republic,22075,Value Added (Total Manufacturing),6110,Value US$,2012,2012,millions,9053.417894,XAM
56,Dominican Republic,22075,Value Added (Total Manufacturing),6110,Value US$,2013,2013,millions,9057.323253,XAM
56,Dominican Republic,22075,Value Added (Total Manufacturing),6110,Value US$,2014,2014,millions,9260.796009,XAM
56,Dominican Republic,22075,Value Added (Total Manufacturing),6110,Value US$,2015,2015,millions,9430.599939,XAM
56,Dominican Republic,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2010,2010,millions,227057.9029,XAM
56,Dominican Republic,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2011,2011,millions,230704.5134,XAM
56,Dominican Republic,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2012,2012,millions,232612.6509,XAM
56,Dominican Republic,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2013,2013,millions,244223.8782,XAM
56,Dominican Republic,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2014,2014,millions,257031.4254,XAM
56,Dominican Republic,22075,Value Added (Total Manufacturing),6114,"Value Local Currency, 2005 prices",2015,2015,millions,272461.9328,XAM
